session_id,target
1,0.000764161034312
2,0.00116924902767
3,0.00278990872752
4,0.000188132079109
5,0.0053768746137
6,0.00144064064571
7,0.0111024997483
8,0.00404581614206
9,0.000549871369119
10,0.00176633839464
11,0.00760586722605
12,0.000706013527971
13,0.00082414432763
14,0.0289791304115
15,0.00904892154102
16,0.00412182794455
17,0.00526973179253
18,0.000695240111844
19,0.0134157537273
20,0.0016040968979
21,0.0126144371106
22,9.54805925315e-06
23,0.00452830974023
24,0.000390624828413
25,0.0155117130872
26,0.00109878262255
27,0.00162583050456
28,0.000699687229703
29,0.0135908861876
30,0.00862160814408
31,0.0315546623902
32,0.0469385005136
33,0.00131913082359
34,0.000369020453631
35,0.0238475634907
36,0.00288417180312
37,7.68976350728e-05
38,0.00105617709731
39,0.00852133379779
40,0.0007546955115
41,0.00943958827765
42,0.00121385528331
43,0.00212194825163
44,0.000952159941993
45,0.0530321208836
46,0.0109961024053
47,0.00205349688272
48,0.000648452394354
49,0.00583954195111
50,0.00106596731245
51,0.00035742150647
52,0.0020096134917
53,0.0218469531243
54,0.00879366058416
55,0.0112433269833
56,0.00074777711561
57,0.000568569709419
58,0.000305836055066
59,0.0010848665452
60,0.000241459920477
61,0.00167846309238
62,0.00287639724373
63,0.00104963723796
64,0.0141237290275
65,0.00176047004959
66,0.00135130957447
67,0.00160154044455
68,0.00612327765351
69,0.0542012672671
70,0.00119993403197
71,0.0117102552826
72,0.0108343422516
73,0.00276888186179
74,0.00699010377705
75,0.00238102776075
76,0.00615967349356
77,0.0117374944153
78,0.00918783614743
79,0.00281664567802
80,0.000829614012613
81,0.00077802833437
82,0.000148600137388
83,0.000428263176239
84,0.0600906403612
85,0.00323459869741
86,0.00160173252639
87,0.0115054529869
88,0.00745974312942
89,0.00736768675847
90,0.0471082240277
91,0.000799200055459
92,0.000659420112347
93,0.0259420023695
94,0.000674933989345
95,0.00111089251594
96,0.00107356113523
97,0.0111320641249
98,0.000437884858715
99,0.000623894077808
100,0.00810666498744
101,0.00336996574064
102,0.0111892750799
103,0.00118386327931
104,0.00213341915998
105,0.00780520618199
106,0.00102479269555
107,0.000491505691167
108,0.00258214421699
109,0.000627416029192
110,0.000765391513128
111,0.00384189314922
112,0.000326845062097
113,0.00258416044661
114,0.000778410403123
115,0.000413045496217
116,0.000231032508103
117,0.00332767683384
118,0.00474817187027
119,0.00170899821717
120,0.0141275729977
121,0.000915352612204
122,0.00135873412119
123,0.00108568850248
124,0.0024887541458
125,0.0188373601529
126,0.00109848509026
127,0.000357426434574
128,0.00208095399954
129,0.0108429556261
130,0.0101783047447
131,0.00612890315311
132,0.0086755687
133,0.0048156150754
134,0.00188737423612
135,0.000337916812129
136,0.0135421347535
137,0.000846323131372
138,0.00505810255192
139,0.00136750965224
140,0.00224707365779
141,0.000660790581836
142,0.00197802265042
143,0.00134045885596
144,0.00535189646276
145,0.00139602066993
146,0.00380098056736
147,0.00126585904292
148,0.0116047007103
149,0.00968352547234
150,0.0101880398629
151,0.000350502377103
152,0.0193334281864
153,0.00166324511122
154,0.00441111467851
155,0.003346479573
156,0.00136511166552
157,0.000877441368591
158,0.0120637280687
159,0.00974135681272
160,0.00140565510518
161,0.012523813053
162,0.00464728610106
163,0.00806756196488
164,0.00379925404731
165,0.000929683178168
166,0.00147459376015
167,0.00643005447754
168,0.00977075033263
169,0.0126987452043
170,0.0248520195591
171,0.023104532978
172,0.00226336042797
173,0.00473438809601
174,0.00226568311937
175,0.0712446373031
176,0.0124951826446
177,0.0170248522594
178,0.00284123724124
179,0.00239243956602
180,0.0107538578264
181,0.00248481946139
182,0.00994486685801
183,0.00139092290945
184,0.0064835484717
185,0.00392484652411
186,0.0067530508424
187,0.00182118284853
188,0.00110269878998
189,0.0138292512831
190,0.00581204060973
191,0.00144135227043
192,0.000375321805002
193,0.0112147473526
194,0.00723374798137
195,0.000552308255041
196,0.00347829810471
197,0.00365479084732
198,0.00671395523824
199,0.0107581960216
200,0.00136686886917
201,0.00812425701655
202,0.0376792171665
203,0.00117329542558
204,0.00164600714624
205,0.0115186000669
206,2.62251366367e-05
207,0.00660095541338
208,0.0222030753545
209,0.000743699308152
210,0.00765222870061
211,0.00270187970318
212,0.0041450848857
213,0.000886296330795
214,0.00472296813909
215,0.00705980175183
216,0.0114708665461
217,0.0139835987977
218,0.0126987452043
219,0.00857870131567
220,0.00468394970755
221,0.00239054948661
222,0.000896700684834
223,0.0115721384225
224,0.00989653883884
225,0.0617740737479
226,0.0174187009289
227,0.0145216063651
228,0.000278751621933
229,0.000585869749991
230,0.00456661107357
231,0.00292513336414
232,0.00114214771478
233,0.000548487436515
234,0.00728867712564
235,0.00643586842492
236,0.00244770659022
237,0.00604868670781
238,0.015701775151
239,0.00866204701262
240,0.00889748064886
241,0.00651679308351
242,0.000202757440608
243,3.00634750248e-05
244,0.00184047236604
245,0.00184682879284
246,0.00262027953997
247,0.0297702438761
248,0.00626887640436
249,0.00053776914616
250,0.00861643675146
251,0.0591613969566
252,0.000869208094842
253,0.00106881602315
254,0.00822852092802
255,0.0131690705872
256,6.90944693303e-05
257,0.00191334494607
258,0.0140958890027
259,0.0363526038745
260,0.00244311333666
261,0.00452291820322
262,0.0165169747043
263,0.00391023093658
264,0.00913342454193
265,0.00149320233889
266,0.000645867162055
267,0.000161285828226
268,0.00644781934295
269,0.00857071797264
270,0.00515062805979
271,0.00119636331254
272,0.000986716944407
273,0.000736125258617
274,0.014789037593
275,0.0186837044143
276,0.00172581006988
277,0.0126987452043
278,0.00668508055871
279,0.00070907430024
280,0.0123969426214
281,0.00239800128199
282,0.000815914507612
283,0.00724126104126
284,0.00850552627549
285,0.00107638045601
286,0.000198495408778
287,0.00341024403755
288,0.000536652403547
289,0.00873327135056
290,0.00101782411519
291,0.00491070128817
292,0.0030532593375
293,0.00727342931861
294,0.00468684955103
295,0.0016603069223
296,0.00100596138357
297,0.00191708090176
298,0.00188221212089
299,0.000328699137755
300,0.0011050585341
301,0.00101762567672
302,0.00374798568621
303,0.00284467200512
304,0.0211043100884
305,0.017380346133
306,0.001761079335
307,0.00793835261863
308,0.000702905011828
309,0.00845687982073
310,0.000759747940547
311,0.00612017260611
312,0.00786005324794
313,0.0060887235957
314,0.000939998600488
315,0.0026762177706
316,0.00650325583841
317,0.0274470352599
318,0.00145669921865
319,0.00211273669283
320,0.00596145664386
321,0.0189158348605
322,0.00196475388089
323,0.00038503053596
324,0.0139908907854
325,0.0110037719062
326,0.00434596980852
327,0.00254985291272
328,0.0058461536795
329,0.00137312570922
330,0.00030125767136
331,0.00952468210805
332,0.00472974312662
333,0.0733700064878
334,0.000448027110167
335,0.000875782217422
336,0.00278169872788
337,0.00405424246623
338,0.0245904924338
339,0.000580942064768
340,0.00652378321328
341,0.000692603553966
342,0.00504093814857
343,0.0112108822023
344,0.0182823497913
345,0.00808500427981
346,0.00408994235608
347,0.132164052704
348,0.000531034103572
349,0.000594659257093
350,0.00886113793695
351,0.00843937599207
352,0.00147425444672
353,0.0178083945784
354,0.00831247637586
355,0.0131030360215
356,0.00120686484065
357,0.00543022390577
358,0.00698192907445
359,0.00106663630312
360,0.00973834487919
361,0.0266651870633
362,0.00479671175288
363,0.000794103486929
364,0.0160948538182
365,4.73537180981e-05
366,5.46958359506e-05
367,0.000446443812364
368,0.0077877761462
369,0.00747981023518
370,0.0017528949279
371,0.0086755687
372,0.00183616822725
373,0.000915639307027
374,0.00113341213452
375,0.00087014236575
376,0.00567424657206
377,0.00277302263919
378,0.00220890525067
379,0.00202883571529
380,0.00208095399954
381,0.00531027025178
382,0.00383152672178
383,0.000749821672243
